station_id,ln_nm,stin_nm,from_line,from_direction,to_line,to_direction,floor_sequence,n_steps,n_elevator,n_escalator,guide_text
S1_5_0099,5호선,김포공항,5호선,송정,,김포골드라인 고촌,B3 → B2 → B4,8,2,0,"[B3] 5호선 송정 방면 승강장 하차 → [B3] 9호선, 공항철도 방향 환승통로로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 9호선, 공항철도 대합실로 이동 → [B2] 김포골드라인 대합실로 이동 → 김포골드라인 고촌 방면 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → [B4] 김포골드라인 고촌 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0099,5호선,김포공항,5호선,개화산,서해선,능곡,B3 → B2 → B4 → B5,6,2,0,"[B3] 개화산방면 승강장 하차 → [B2] 9호선, 공항철도 대합실로 이동 → [B2] 서해선 대합실로 이동 → 서해선 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → 서해선 능곡방면 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 능곡방면 승강장 승차"
S1_5_0099,5호선,김포공항,5호선,개화산,서해선,원종,B3 → B2 → B4 → B5,6,2,0,"[B3] 개화산방면 승강장 하차 → [B2] 9호선, 공항철도 대합실로 이동 → [B2] 서해선 대합실로 이동 → 서해선 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → 서해선 원종방면 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 원종방면 승강장 승차"
S1_5_0099,5호선,김포공항,5호선,송정,서해선,능곡,B3 → B2 → B4 → B5,8,3,0,"[B3] 5호선 송정방면 승강장 하차 → [B3] 9호선, 공항철도 방향 환승 통로로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 9호선, 공항철도 대합실로 이동 → [B2] 서해선 대합실로 이동 → 서해선 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → 서해선 능곡방면 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 능곡방면 승강장 승차"
S1_5_0099,5호선,김포공항,5호선,송정,서해선,원종,B3 → B2 → B4 → B5,8,3,0,"[B3] 5호선 송정방면 승강장 하차 → [B3] 9호선, 공항철도 방향 환승 통로로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 9호선, 공항철도 대합실로 이동 → [B2] 서해선 대합실로 이동 → 서해선 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → 서해선 원종방면 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 원종방면 승강장 승차"
S1_5_0100,5호선,까치산,5호선,화곡,2호선,신정네거리,,5,0,0,5호선 화곡방면 승강장 → B1 대합실 EV 하차 → B5 하선 승강장(3-2) 하차 → B5 2호선 신정네거리역 방면 승강장으로 이동 → B1 대합실 신정역 방면 EV 이용 (엘리베이터)
S1_5_0100,5호선,까치산,5호선,신정,2호선,신정네거리,B5,3,0,0,[B5] 5호선 신정 방면 승강장 하차 → [B5] 2호선 신정네거리 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)
S1_5_0421,5호선,영등포구청,5호선,양평,2호선,문래,B5 → 1F → B1 → B2,7,3,0,"양평방면 엘리베이터(으)로 5개 층 올라가기 (B5 → 1F, 엘리베이터) → [1F] 7번 출입구 엘리베이터 하차 → 2번 출입구 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 2번 출입구 엘리베이터 하차 → 2호선 문래방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 문래방면 엘리베이터 하차 → [B2] 승차(휠체어칸)"
S1_5_0421,5호선,영등포구청,5호선,양평,2호선,당산,B5 → 1F → B1 → B2,7,3,0,"양평방면 엘리베이터(으)로 5개 층 올라가기 (B5 → 1F, 엘리베이터) → [1F] 7번 출입구 엘리베이터 하차 → 2번 출입구 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 2번 출입구 엘리베이터 하차 → 2호선 당산방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 당산방면 엘리베이터 하차 → [B2] 승차(휠체어칸)"
S1_5_0421,5호선,영등포구청,5호선,영등포시장,2호선,문래,B5 → B4 → 1F → B1 → B2,9,4,0,"영등포시장방면 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 영등포시장방면 엘리베이터 하차 → 표 내는 곳 통과 후 5호선 양평 방향 엘리베이터(으)로 4개 층 올라가기 (B4 → 1F, 엘리베이터) → [1F] 7번 출입구 엘리베이터 하차 → 2번 출입구 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 2번 출입구 엘리베이터 하차 → 문래방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 문래방면 엘리베이터 하차 → [B2] 승차(휠체어칸)"
S1_5_0421,5호선,영등포구청,5호선,영등포시장,2호선,당산,B5 → B4 → 1F → B1 → B2,9,4,0,"영등포시장방면 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 영등포시장방면 엘리베이터 하차 → 표 내는 곳 통과 후 5호선 양평 방향 엘리베이터(으)로 4개 층 올라가기 (B4 → 1F, 엘리베이터) → [1F] 7번 출입구 엘리베이터 하차 → 2번 출입구 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 2번 출입구 엘리베이터 하차 → 당산방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 당산방면 엘리베이터 하차 → [B2] 승차(휠체어칸)"
S1_5_0351,5호선,신길,5호선,영등포시장,1호선,대방,B4 → B3 → B1 → 1F,8,3,0,"[B4] 5호선 영등포시장 방면 승강장 하차 → 1호선 방향 환승 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → 1호선 환승통로 방향 경사형 엘리베이터(으)로 2개 층 올라가기 (B3 → B1, 엘리베이터) → [B1] 환승통로로 이동 → 1호선 대방 방면 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 1호선 대방 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_5_0351,5호선,신길,5호선,영등포시장,1호선,영등포,B4 → B3 → B1 → 1F,8,3,0,"[B4] 5호선 영등포시장 방면 승강장 하차 → 1호선 방향 환승 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → 1호선 환승통로 방향 경사형 엘리베이터(으)로 2개 층 올라가기 (B3 → B1, 엘리베이터) → [B1] 환승통로로 이동 → 1호선 영등포 방면 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 1호선 영등포 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_5_0351,5호선,신길,5호선,여의도,1호선,대방,B4 → B3 → B1 → 1F,8,3,0,"[B4] 5호선 여의도 방면 승강장 하차 → 1호선 방향 환승 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → 1호선 환승통로 방향 경사형 엘리베이터(으)로 2개 층 올라가기 (B3 → B1, 엘리베이터) → [B1] 환승통로로 이동 → 1호선 대방 방면 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 1호선 대방 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_5_0351,5호선,신길,5호선,여의도,1호선,영등포,B4 → B3 → B1 → 1F,8,3,0,"[B4] 5호선 여의도 방면 승강장 하차 → 1호선 방향 환승 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → 1호선 환승통로 방향 경사형 엘리베이터(으)로 2개 층 올라가기 (B3 → B1, 엘리베이터) → [B1] 환승통로로 이동 → 1호선 영등포 방면 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 1호선 영등포 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_5_0412,5호선,여의도,5호선,신길,9호선,샛강,B4 → B2,10,1,0,"[B4] 5호선 신길 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 2개 층 올라가기 (B4 → B2, 엘리베이터) → [B2] 9호선 승강장으로 이동 → [B2] 9호선 표 내는 곳 통과 → [B2] 9호선 승강장 으로 이동 → [B2] 대합실 방향 엘리베이터로 이동 → [B2] 9호선 샛강 방면 엘리베이터로 이동 → [B2] 9호선 샛강 방면 승강장으로 이동 → [B2] 승차 (휠체어칸) → 9호선 샛강 방면 엘리베이터 이용 (엘리베이터)"
S1_5_0412,5호선,여의도,5호선,신길,9호선,국회의사당,B4 → B2,6,1,0,"[B4] 5호선 신길 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 2개 층 올라가기 (B4 → B2, 엘리베이터) → [B2] 9호선 대합실로 이동 → [B2] 표 내는 곳 통과 → [B2] 9호선 국회의사당 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0412,5호선,여의도,5호선,여의나루,9호선,샛강,B4 → B2,6,1,0,"[B4] 5호선 여의나루 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 2개 층 올라가기 (B4 → B2, 엘리베이터) → [B2] 9호선 대합실로 이동 → [B2] 표 내는 곳 통과 → [B2] 9호선 샛강 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0412,5호선,여의도,5호선,여의나루,9호선,국회의사당,B4 → B2,9,1,0,"[B4] 5호선 여의나루 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 2개 층 올라가기 (B4 → B2, 엘리베이터) → [B2] 9호선 승강장으로 이동 → [B2] 9호선 표 내는 곳 통과 → [B2] 9호선 승강장 으로 이동 → [B2] 9호선 국회의사당 방면 승강장으로 이동 → [B2] 9호선 국회의사당 방면 승강장으로 이동 → [B2] 승차 (휠체어칸) → 9호선 국회의사당 방면 엘리베이터 이용 (엘리베이터)"
S1_5_0054,5호선,공덕,5호선,마포,6호선,대흥,B3 → B2 → B3 → B2,9,3,0,"[B3] 5호선 마포 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → 6호선 대흥 방면 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 6호선 대흥 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,마포,6호선,효창공원앞,B3 → B2,5,1,0,"[B3] 5호선 마포 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,애오개,6호선,대흥,B3 → B2 → B3 → B2,9,3,0,"[B3] 5호선 애오개 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → 6호선 대흥 방면 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 6호선 대흥 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,애오개,6호선,효창공원앞,B3 → B2,5,1,0,"[B3] 5호선 애오개 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,마포,경의중앙선,서강대,B3 → B2 → B3 → B2,10,3,0,"[B3] 5호선 마포 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → [B3] 공항철도 대합실로 이동 → 경의중앙선 서강대 방면 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 경의중앙선 서강대 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,마포,경의중앙선,효창공원앞,B3 → B2 → B3 → B2,10,3,0,"[B3] 5호선 마포 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → [B3] 공항철도 대합실로 이동 → 경의중앙선 효창공원앞 방면 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 경의중앙선 효창공원앞 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,애오개,경의중앙선,서강대,B3 → B2 → B3 → B2,10,3,0,"[B3] 5호선 애오개 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → [B3] 공항철도 대합실로 이동 → 경의중앙선 서강대 방면 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 경의중앙선 서강대 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,애오개,경의중앙선,효창공원앞,B3 → B2 → B3 → B2,10,3,0,"[B3] 5호선 애오개 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → [B3] 공항철도 대합실로 이동 → 경의중앙선 효창공원앞 방면 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 경의중앙선 효창공원앞 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,마포,,공항철도 서울역,B3 → B2 → B3 → B4,10,3,0,"[B3] 5호선 마포 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → [B3] 공항철도 대합실로 이동 → 공항철도 서울역 방면 엘리베이터(으)로 1개 층 내려가기 (B3 → B4, 엘리베이터) → [B4] 공항철도 서울역 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,마포,,공항철도 홍대입구,B3 → B2 → B3 → B4,10,3,0,"[B3] 5호선 마포 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → [B3] 공항철도 대합실로 이동 → 공항철도 홍대입구 방면 엘리베이터(으)로 1개 층 내려가기 (B3 → B4, 엘리베이터) → [B4] 공항철도 홍대입구 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,애오개,,공항철도 서울역,B3 → B2 → B3 → B4,10,3,0,"[B3] 5호선 애오개 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → [B3] 공항철도 대합실로 이동 → 공항철도 서울역 방면 엘리베이터(으)로 1개 층 내려가기 (B3 → B4, 엘리베이터) → [B4] 공항철도 서울역 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0054,5호선,공덕,5호선,애오개,,공항철도 홍대입구,B3 → B2 → B3 → B4,10,3,0,"[B3] 5호선 애오개 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 환승통로로 이동 → [B2] 6호선 효창공원앞 방면 승강장으로 이동 → 환승 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 환승통로로 이동 → [B3] 공항철도 대합실로 이동 → 공항철도 홍대입구 방면 엘리베이터(으)로 1개 층 내려가기 (B3 → B4, 엘리베이터) → [B4] 공항철도 홍대입구 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0564,5호선,충정로,5호선,애오개,,2호선 아현,B5 → B2 → B3,7,2,0,"[B5] 5호선 애오개 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 3개 층 올라가기 (B5 → B2, 엘리베이터) → [B2] 대합실로 이동 → [B2] 2호선 환승통로로 이동 → 2호선 대합실 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 2호선 아현 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_5_0564,5호선,충정로,5호선,애오개,2호선,시청,B5 → B2 → B3,7,2,0,"[B5] 5호선 애오개 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 3개 층 올라가기 (B5 → B2, 엘리베이터) → [B2] 대합실로 이동 → [B2] 2호선 환승통로로 이동 → 2호선 대합실 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 2호선 시청 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_5_0564,5호선,충정로,5호선,서대문,2호선,아현,B5 → B2 → B3,7,2,0,"[B5] 5호선 서대문 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 3개 층 올라가기 (B5 → B2, 엘리베이터) → [B2] 대합실로 이동 → [B2] 2호선 환승통로로 이동 → 2호선 대합실 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 2호선 아현 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_5_0564,5호선,충정로,5호선,서대문,2호선,시청,B5 → B2 → B3,7,2,0,"[B5] 5호선 서대문 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 3개 층 올라가기 (B5 → B2, 엘리베이터) → [B2] 대합실로 이동 → [B2] 2호선 환승통로로 이동 → 2호선 대합실 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 2호선 시청 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_5_0515,5호선,종로3가,5호선,광화문,1호선,종로5가,B5 → B4 → B3 → B2,10,3,0,"[B5] 5호선 광화문 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → [B3] 3호선 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 3호선 대합실로 이동 → [B2] 1호선 종로5가 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0515,5호선,종로3가,5호선,광화문,1호선,종각,B5 → B4 → B3 → B2 → B1 → B2,14,5,0,"[B5] 5호선 광화문 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → [B3] 3호선 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 3호선 대합실로 이동 → [B2] 1호선 종로5가 방면 승강장으로 이동 → 1호선 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → 종각 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 1호선 종각 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0515,5호선,종로3가,5호선,을지로4가,1호선,종로5가,B5 → B4 → B3 → B2,10,3,0,"[B5] 5호선 을지로4가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → [B3] 3호선 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 3호선 대합실로 이동 → [B2] 1호선 종로5가 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0515,5호선,종로3가,5호선,을지로4가,1호선,종각,B5 → B4 → B3 → B2 → B1 → B2,14,5,0,"[B5] 5호선 을지로4가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → [B3] 3호선 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 3호선 대합실로 이동 → [B2] 1호선 종로5가 방면 승강장으로 이동 → 1호선 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → 종각 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 1호선 종각 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0515,5호선,종로3가,5호선,광화문,3호선,안국,B5 → B4 → B3 → B4,9,3,0,"[B5] 5호선 광화문 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → [B3] 3호선 대합실로 이동 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B3 → B4, 엘리베이터) → [B4] 3호선 안국 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0515,5호선,종로3가,5호선,광화문,3호선,을지로3가,B5 → B4 → B3 → B4,9,3,0,"[B5] 5호선 광화문 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → [B3] 3호선 대합실로 이동 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B3 → B4, 엘리베이터) → [B4] 3호선 을지로3가 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0515,5호선,종로3가,5호선,을지로4가,3호선,안국,B5 → B4 → B3 → B4,9,3,0,"[B5] 5호선 을지로4가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → [B3] 3호선 대합실로 이동 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B3 → B4, 엘리베이터) → [B4] 3호선 안국 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0515,5호선,종로3가,5호선,을지로4가,3호선,을지로3가,B5 → B4 → B3 → B4,9,3,0,"[B5] 5호선 을지로4가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B5 → B4, 엘리베이터) → [B4] 대합실로 이동 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B4 → B3, 엘리베이터) → [B3] 대합실로 이동 → [B3] 3호선 대합실로 이동 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B3 → B4, 엘리베이터) → [B4] 3호선 을지로3가 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_5_0465,5호선,을지로4가,5호선,종로3가,2호선,을지로3가,B5 → B2,4,1,0,"[B5] 5호선 종로3가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 3개 층 올라가기 (B5 → B2, 엘리베이터) → [B2] 2호선 을지로3가 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0465,5호선,을지로4가,5호선,종로3가,2호선,동대문역사문화공원,B5 → B1 → B2,6,2,0,"[B5] 5호선 종로3가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 4개 층 올라가기 (B5 → B1, 엘리베이터) → [B1] 2호선 대합실로 이동 → 동대문역사문화공원 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 동대문역사문화공원 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0465,5호선,을지로4가,5호선,동대문역사문화공원,2호선,을지로3가,B5 → B2,4,1,0,"[B5] 5호선 동대문역사문화공원 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 3개 층 올라가기 (B5 → B2, 엘리베이터) → [B2] 2호선 을지로3가 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0465,5호선,을지로4가,5호선,동대문역사문화공원,2호선,동대문역사문화공원,B5 → B1 → B2,6,2,0,"[B5] 5호선 동대문역사문화공원 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 4개 층 올라가기 (B5 → B1, 엘리베이터) → [B1] 2호선 대합실로 이동 → 동대문역사문화공원 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 동대문역사문화공원 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_5_0156,5호선,동대문역사문화공원,5호선,을지로4가,2호선,을지로4가,B5 → B3 → B1 → B2,9,3,0,"[B5] 5호선 을지로4가 방면 승강장 하차 → 4호선 방향 환승 엘리베이터(으)로 2개 층 올라가기 (B5 → B3, 엘리베이터) → [B3] 4호선 승강장으로 이동 → 대합실 방향 엘리베이터(으)로 2개 층 올라가기 (B3 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 2호선 대합실로 이동 → 2호선 을지로4가 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 을지로4가 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
